MentionID,TranscriptID,MultiMentionType,NewsProgram,ChannelType,TimePeriod,IssueArea,CaseStage,AnchorOnly,Correspondent,Debate,NewsInterview,EmotionPresent,NegativeEmotion,PositiveEmotion,NegativeEmotionAlarming,NegativeAnger,NegativeEmotionAnguish,NegativeEmotionAnnoyance,NegativeEmotionAwkward,NegativeEmotionBreak,NegativeEmotionBreakdown,NegativeEmotionBroken,NegativeEmotionBurden,NegativeEmotionConcern,NegativeEmotionCostSomeone,NegativeEmotionDead,NegativeEmotionDesperate,NegativeEmotionDevastated,NegativeEmotionDifficult,NegativeEmotionDimensionGeneral,NegativeEmotionDisappoint,NegativeEmotionDiscomfortUncomfortable,NegativeEmotionDiscouraged,NegativeEmotionDisgust,NegativeEmotionDishearten,NegativeEmotionDismay,NegativeEmotionDissatisfied,NegativeEmotionDistraught,NegativeEmotionDistress,NegativeEmotionDisturb,NegativeEmotionDownside,NegativeEmotionEmbarrassed,NegativeEmotionEmergency,NegativeEmotionEmotionalToll,NegativeEmotionExasperation,NegativeEmotionFear,NegativeEmotionFeel,NegativeEmotionFlashpoint,NegativeEmotionFoul,NegativeEmotionFrustration,NegativeEmotionHardTo,NegativeEmotionImpairedImpairment,NegativeEmotionImpatienceBreakingPoint,NegativeEmotionLonely,NegativeEmotionLoss,NegativeEmotionLovelorn,NegativeEmotionNervous,NegativeEmotionOutOf,NegativeEmotionPain,NegativeEmotionParanoid,NegativeEmotionPressure,NegativeEmotionRegret,NegativeEmotionReluctance,NegativeEmotionResent,NegativeEmotionResignation,NegativeEmotionRuinous,NegativeEmotionSadness,NegativeEmotionSevere,NegativeEmotionShame,NegativeEmotionShock,NegativeEmotionSick,NegativeEmotionStraits,NegativeEmotionStuck,NegativeEmotionSuffer,NegativeEmotionSurprise,NegativeEmotionTerrible,NegativeEmotionTouchy,NegativeEmotionTrifling,NegativeEmotionUnfinishedBusiness,NegativeEmotionUnfortunate,NegativeEmotionUnfulfilledUnsuccessful,NegativeEmotionUnhappy,NegativeEmotionVolatile,NegativeEmotionWantOut,NegativeEmotionWorry,PositiveEmotionAmusement,PositiveEmotionAppealing,PositiveEmotionCelebrate,PositiveEmotionCheerful,PositiveEmotionComic,PositiveEmotionConfidentConfidenceIn,PositiveEmotionDimensionGeneral,PositiveEmotionEase,PositiveEmotionEasy,PositiveEmotionElation,PositiveEmotionEnjoy,PositiveEmotionFeel,PositiveEmotionFun,PositiveEmotionGetToVerb,PositiveEmotionGood,PositiveEmotionGratify,PositiveEmotionHappy,PositiveEmotionHumor,PositiveEmotionJoy,PositiveEmotionLaugh,PositiveEmotionPride,PositiveEmotionRelief,PositiveEmotionSerene,PositiveEmotionSmile,PositiveEmotionThing
1991078DABC060192,ABC060192,Identical,WorldNewsTonight,NetworkNews,1990_1999,EconomicActivity,Decision,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991079DABC060192,ABC060192,Identical,WorldNewsTonight,NetworkNews,1990_1999,EconomicActivity,Decision,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991094DABC061892,ABC061892,NA,WorldNewsTonight,NetworkNews,1990_1999,EconomicActivity,Decision,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991098DABC061992,ABC061992,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Decision,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991105CABC061091,ABC061091,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Cert,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991105DABC062292,ABC062292,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Decision,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991110CABC031891,ABC031891,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Cert,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991110DABC062492,ABC062492,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Decision,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991110PDABC060493,ABC060493,NA,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,PostDecision,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991112DABC062692,ABC062692,Identical,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Decision,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991116DABC062692,ABC062692,Identical,WorldNewsTonight,NetworkNews,1990_1999,FirstAmendment,Decision,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117AABC042292,ABC042292,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,Argument,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117CABC012192,ABC012192,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,Cert,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117DABC062992,ABC062992,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,Decision,0,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PCABC040692,ABC040692,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,PostCert,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PCABC042092,ABC042092,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,PostCert,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDABC030404,ABC030404,NA,WorldNewsTonight,NetworkNews,2000_2018,Abortion,PostDecision,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDABC063092,ABC063092,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,PostDecision,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDABC081492,ABC081492,NA,WorldNewsTonight,NetworkNews,1990_1999,Abortion,PostDecision,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDABC103105,ABC103105,NA,WorldNewsTonight,NetworkNews,2000_2018,Abortion,PostDecision,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDFox011601,Fox011601,NA,SpecialReport,CableNews,2000_2018,Abortion,PostDecision,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDFox012306,Fox012306,Separate,SpecialReport,CableNews,2000_2018,Abortion,PostDecision,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDFox122313,Fox122313,Separate,SpecialReport,CableNews,2000_2018,Abortion,PostDecision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC011006,MSNBC011006,NA,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC031103,MSNBC031103,Secondary,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC041213,MSNBC041213,Separate,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC062716,MSNBC062716,Secondary,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC063011,MSNBC063011,NA,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC070113,MSNBC070113,Separate,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC070918,MSNBC070918,Separate,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC072505,MSNBC072505,NA,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC103105,MSNBC103105,NA,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991117PDMSNBC111804,MSNBC111804,NA,Hardball,CableNews,2000_2018,Abortion,PostDecision,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
